LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,OpenPorchSF,YrSold,SalePrice
63887,10,5,2008,6110,Ex,Y,4692,5642,2,3,1,5,12,292,2008,160000
7500,5,7,1959,1246,Ex,Y,1246,1246,1,3,1,4,6,0,2010,154000
10762,7,5,1999,978,Ex,Y,1005,1983,2,3,1,4,9,0,2009,225000
7500,6,7,1942,771,Fa,Y,753,1494,1,3,1,4,7,0,2009,177500
10120,8,5,1994,1165,Ex,Y,1203,2526,2,4,1,4,8,78,2006,290000
8688,7,5,2005,1616,Ex,Y,1616,1616,2,3,1,4,7,59,2006,232000
3363,7,5,2004,976,Ex,Y,976,1708,2,3,1,4,7,40,2006,130000
13173,9,5,2006,1652,Ex,Y,1652,1652,2,2,1,5,6,102,2009,325000
6955,7,5,2005,1368,Ex,Y,1368,1368,2,2,1,4,6,35,2006,202500
8072,5,5,1994,990,Ex,Y,990,990,1,3,1,3,5,64,2009,138000
12000,5,7,1948,924,Ex,Y,1122,1122,1,2,1,4,6,36,2008,147000
7153,6,5,1991,1278,Gd,Y,1294,1294,2,3,1,4,6,51,2008,179200
17500,7,8,1959,1902,TA,Y,1902,1902,2,3,1,5,7,207,2010,335000
8814,7,5,2005,1274,Ex,Y,1274,1274,2,3,1,4,6,98,2007,203000
9572,8,5,1990,1453,Ex,Y,1453,2810,2,4,1,4,9,0,2007,302000
14774,9,5,1999,1393,Ex,Y,1422,2599,2,4,1,4,10,30,2010,333168
8190,4,6,1954,948,Ex,Y,948,948,1,3,1,3,5,36,2007,119000
11075,6,5,1969,952,TA,Y,1092,2112,2,4,1,3,9,0,2008,206900
10226,8,5,2008,1622,Ex,Y,1630,1630,2,3,1,5,8,42,2009,295493
4230,7,5,2006,1352,Ex,Y,1352,1352,2,2,1,4,5,241,2007,208900
14781,8,5,2001,1753,Ex,Y,1787,1787,2,3,1,4,7,150,2006,275000
10215,4,5,1954,864,Ex,Y,948,948,1,3,1,3,5,0,2007,111000
8400,6,3,1957,1478,Gd,Y,1478,1478,1,3,1,3,6,0,2009,156500
6627,3,6,1949,0,TA,N,720,720,1,2,1,3,4,0,2008,72500
10186,7,5,1992,750,Ex,Y,1061,1923,2,3,1,4,8,39,2010,190000
5330,4,7,1940,420,Gd,Y,708,708,1,2,1,2,5,0,2009,82500
9986,8,5,2006,1795,Ex,Y,1795,1795,2,2,1,4,7,49,2007,147000
3636,4,4,1922,796,Fa,N,796,796,1,2,1,3,5,0,2008,55000
4270,3,6,1931,544,Ex,Y,774,774,1,3,1,4,6,0,2007,79000
6600,5,9,1982,816,Ex,Y,816,816,1,3,1,4,5,0,2008,130500
10440,6,7,1920,1510,Ex,Y,1584,2792,2,5,1,3,8,547,2008,256000
9084,7,5,1998,935,Gd,Y,955,1632,2,3,1,3,8,28,2006,176500
10000,8,5,2006,1588,Ex,Y,1588,1588,2,3,1,4,7,45,2007,227000
10780,5,5,1976,911,Gd,Y,954,954,1,3,1,3,6,0,2006,132500
8877,4,6,1938,816,Ex,Y,816,816,1,2,1,3,3,0,2009,100000
7200,5,6,1938,803,Ex,Y,803,1360,1,2,1,4,6,65,2006,125500
2368,5,6,1970,765,TA,Y,765,1365,1,3,1,3,7,36,2009,125000
9650,6,5,1977,1350,TA,Y,1334,1334,2,2,1,3,6,16,2009,167900
9246,5,5,1973,1656,TA,Y,1656,1656,2,4,2,3,8,211,2008,135000
4118,4,4,1941,693,Fa,N,693,693,1,2,1,2,4,20,2006,52500
13450,7,5,2002,916,Ex,Y,920,1861,2,3,1,4,8,91,2006,200000
9560,5,7,1972,864,Ex,Y,864,864,1,3,1,3,5,0,2006,128500
8294,4,5,1971,858,TA,Y,872,872,1,3,1,3,5,0,2007,123000
13695,6,5,2003,1114,Ex,Y,1114,1114,1,3,1,4,6,78,2008,155000
9375,8,5,2002,1284,Ex,Y,1284,2169,2,3,1,4,7,87,2007,228500
7558,6,6,1928,896,Gd,Y,1172,1913,1,3,1,3,9,0,2009,177000
11103,7,5,2006,728,Ex,Y,728,1456,2,3,1,4,8,0,2007,155835
6000,4,4,1920,960,Gd,Y,960,960,1,2,1,2,5,0,2007,108500
20781,7,7,1968,1568,TA,Y,2156,2156,2,3,1,3,9,80,2006,262500
15306,8,5,2006,1732,Ex,Y,1776,1776,2,3,1,4,7,0,2007,283463
16196,7,5,1998,1482,Ex,Y,1494,1494,2,3,1,4,5,25,2007,215000
5250,8,5,1872,684,Fa,N,938,2358,2,4,1,3,8,54,2008,122000
11643,5,5,1969,1248,TA,Y,1338,2634,2,6,2,3,12,0,2009,200000
9247,6,6,1962,858,Ex,Y,858,1716,1,4,1,3,8,84,2008,171000
6000,6,9,1937,698,TA,Y,786,1176,1,2,1,3,4,0,2009,134900
14720,8,5,1995,2033,Ex,Y,2053,3238,2,4,1,4,9,86,2010,410000
10316,7,5,2000,992,Ex,Y,992,1865,2,3,1,4,7,184,2008,235000
10192,7,6,1968,570,Gd,Y,1222,1920,3,4,1,4,8,98,2006,170000
9477,5,5,1966,864,TA,Y,892,892,1,3,1,3,5,0,2008,110000
12537,5,6,1971,1078,Ex,Y,1078,1078,1,3,1,3,6,0,2010,149900
2117,6,5,2000,756,Ex,Y,769,1573,2,3,1,4,5,32,2010,177500
16737,9,5,2004,1980,Ex,Y,1980,1980,2,3,1,5,8,45,2006,315000
9842,5,6,1921,612,Ex,Y,990,2601,3,4,1,3,8,0,2008,189000
16158,7,5,2005,1530,Ex,Y,1530,1530,2,3,1,4,7,36,2009,260000
12513,4,4,1920,715,Gd,Y,1281,1738,2,4,1,3,7,0,2009,104900
8499,6,5,2006,616,Ex,Y,616,1412,2,3,1,4,6,36,2007,156932
3180,7,5,2005,600,Ex,Y,520,1200,2,2,1,4,4,166,2006,144152
7500,7,5,2000,814,Ex,Y,814,1674,2,3,1,4,7,96,2010,216000
9179,7,5,1999,873,Ex,Y,882,1790,2,3,1,4,7,88,2008,193000
2665,5,6,1977,757,Ex,Y,925,1475,2,4,1,3,6,26,2006,127000
4435,6,5,2003,848,Ex,Y,848,848,1,1,1,4,4,0,2009,144000
10635,8,5,2003,1657,Ex,Y,1668,1668,2,3,1,4,8,262,2010,232000
5400,4,6,1920,840,Ex,Y,840,1374,1,2,1,3,6,0,2009,105000
9600,6,6,1955,992,Gd,Y,1661,1661,1,3,1,4,8,28,2008,165500
9750,7,6,1998,1108,Ex,Y,1108,2097,2,3,1,4,8,170,2006,274300
11400,10,5,2001,2633,Ex,Y,2633,2633,2,2,1,5,8,140,2007,466500
10625,7,5,2005,1026,Ex,Y,1026,1958,2,3,1,4,9,210,2008,250000
10991,8,5,2007,1571,Ex,Y,1571,1571,2,3,1,4,7,36,2007,239000
6292,6,5,1930,768,TA,N,790,790,1,2,1,3,4,141,2008,91000
10998,5,5,1941,984,Ex,Y,984,1604,2,3,1,3,6,68,2009,117000
1953,6,5,1973,483,TA,Y,483,987,1,2,1,3,5,0,2006,83000
9735,5,5,2006,384,Gd,Y,754,1394,2,3,1,4,7,0,2008,167500
8212,3,3,1914,864,TA,N,864,864,1,2,1,3,5,0,2010,58500
12925,6,7,1970,1205,Ex,Y,2117,2117,2,4,1,3,7,42,2008,237500
7200,7,7,1920,596,Ex,Y,998,1762,1,4,1,4,8,0,2006,157000
25339,5,7,1918,816,Ex,Y,1416,1416,2,3,1,4,7,0,2007,112000
9060,6,5,1939,560,TA,Y,698,1258,1,2,1,3,6,0,2009,105000
5436,4,8,1922,796,Gd,Y,796,1154,1,3,1,4,7,96,2010,125500
16692,7,5,1978,1392,TA,Y,1392,2784,3,5,1,4,12,112,2006,250000
8520,6,7,1916,714,TA,N,1664,2526,2,5,1,4,10,15,2007,136000
14892,9,5,2006,1746,Ex,Y,1746,1746,2,3,1,5,7,39,2009,377500
6000,6,6,1941,735,Ex,Y,869,1218,1,3,1,3,6,0,2007,131000
9100,7,5,2000,1525,Ex,Y,1525,1525,2,3,1,4,6,36,2006,235000
8944,5,5,1967,1584,TA,Y,1584,1584,2,4,2,3,8,152,2009,124000
7838,5,5,1967,864,TA,Y,900,900,1,3,1,3,6,144,2006,123000
10800,6,7,1905,482,Ex,N,1221,1912,2,3,2,3,7,25,2008,163000
4045,7,5,2006,1356,Ex,Y,1500,1500,2,2,1,4,6,20,2006,246578
12665,8,5,2005,1094,Ex,Y,1133,2482,2,4,1,4,9,39,2007,281213
57200,5,5,1948,747,TA,Y,1687,1687,1,3,1,3,7,0,2010,160000
6120,5,8,1920,939,Ex,Y,939,1513,1,4,1,3,8,0,2007,137500
7200,5,4,1950,1208,Gd,Y,1136,1904,1,3,1,3,7,0,2009,138000
6171,6,6,1925,976,Ex,Y,1160,1608,2,3,1,4,7,16,2009,137450
6000,6,7,1929,862,TA,Y,950,1158,1,3,1,3,5,0,2008,120000
7415,6,5,2004,839,Ex,Y,864,1593,2,3,1,3,8,75,2008,193000
6762,7,5,2006,1286,Ex,Y,1294,1294,2,2,1,4,6,55,2006,193879
15256,8,5,2007,1485,Ex,Y,1464,1464,2,3,1,4,6,160,2007,282922
10410,3,4,1915,672,TA,Y,694,1214,1,3,1,3,6,0,2006,105000
3842,8,5,2004,1594,Ex,Y,1646,1646,2,2,1,4,5,53,2008,275000
8445,5,7,1972,768,TA,Y,768,768,1,2,1,3,5,0,2009,133000
8780,5,5,1985,833,Ex,Y,833,833,1,3,1,3,5,0,2009,112000
7740,4,7,1910,622,Gd,Y,741,1363,1,3,1,3,6,0,2010,125500
20544,7,6,1986,791,Gd,Y,1236,2093,2,3,1,3,7,63,2008,215000
12420,7,5,2001,944,Ex,Y,944,1840,2,3,1,4,6,45,2009,230000
9600,6,8,1950,856,Ex,Y,1112,1668,1,3,1,3,6,0,2009,140000
7200,4,5,1949,0,Fa,N,1040,1040,2,2,2,3,6,0,2009,90000
10994,8,5,2005,1844,Ex,Y,1844,1844,2,2,1,4,7,44,2009,257000
13053,6,7,1923,833,Gd,Y,1053,1848,1,4,1,4,8,0,2008,207000
3635,7,5,2007,1386,Ex,Y,1569,1569,2,1,1,4,7,20,2009,175900
11340,4,6,1885,777,Gd,Y,1246,2290,2,4,2,3,11,0,2010,122500
16545,8,5,1998,1284,Ex,Y,1310,2450,2,3,1,4,7,126,2009,340000
9204,5,5,1963,1144,TA,Y,1144,1144,1,3,1,3,6,88,2008,124000
16381,6,5,1969,1844,Gd,Y,1844,1844,2,3,1,4,7,73,2006,223000
11700,6,6,1968,708,Gd,Y,708,1416,2,3,1,3,7,169,2006,179900
4043,6,5,1977,1069,TA,Y,1069,1069,2,2,1,3,4,55,2010,127500
4435,6,5,2003,848,Ex,Y,848,848,1,1,1,4,3,0,2008,136500
19690,6,7,1966,697,TA,Y,1575,2201,2,4,1,4,8,236,2006,274970
9503,5,5,1958,1024,TA,Y,1344,1344,1,2,1,3,6,28,2007,144000
10721,6,6,1959,1252,Ex,Y,1252,1252,1,3,1,4,7,39,2008,142000
10944,7,5,1994,1223,Ex,Y,1223,2127,2,3,1,4,5,132,2008,271000
10930,5,6,1945,913,TA,Y,1048,1558,1,3,1,3,6,0,2008,140000
7200,5,7,1940,788,TA,Y,804,804,1,2,1,4,4,0,2010,119000
12546,6,7,1981,1440,Ex,Y,1440,1440,2,3,1,4,7,0,2007,182900
21930,5,5,2005,732,Ex,Y,734,1838,2,4,1,3,7,40,2006,192140
4928,6,6,1976,958,TA,Y,958,958,2,2,1,3,5,60,2009,143750
10800,4,6,1927,656,TA,Y,968,968,2,4,1,3,5,0,2007,64500
10261,6,5,2000,936,Ex,Y,962,1792,2,3,1,3,8,0,2008,186500
17400,5,5,1977,1126,Fa,Y,1126,1126,2,3,1,3,5,41,2006,160000
8400,6,9,1962,1319,TA,Y,1537,1537,1,3,1,4,7,36,2008,174000
9000,4,6,1971,864,TA,Y,864,864,1,3,1,3,5,0,2007,120500
12444,8,5,2008,1932,Ex,Y,1932,1932,2,2,1,5,7,66,2008,394617
7407,6,7,1957,912,TA,Y,1236,1236,1,2,1,3,6,158,2010,149700
11584,7,6,1979,539,TA,Y,1040,1725,2,3,1,3,6,88,2007,197000
11526,6,7,1922,588,Fa,Y,1423,2555,2,3,1,3,11,0,2008,191000
4426,6,5,2004,848,Ex,Y,848,848,1,1,1,4,3,0,2008,149300
11003,10,5,2008,1017,Ex,Y,1026,2007,2,3,1,5,10,52,2009,310000
8854,6,6,1916,952,Fa,N,952,952,1,2,1,2,4,98,2009,121000
8500,7,5,2004,1422,Ex,Y,1422,1422,2,3,1,4,7,60,2007,179600
8400,6,5,1966,814,Gd,Y,913,913,1,3,1,3,6,0,2007,129000
26142,5,7,1962,1188,TA,Y,1188,1188,1,3,1,3,6,39,2010,157900
10000,8,5,1995,1220,Ex,Y,1220,2090,2,3,1,4,8,65,2007,240000
11767,4,7,1910,560,Gd,N,796,1346,1,2,1,3,6,24,2007,112000
1533,5,7,1970,630,Ex,Y,630,630,1,1,1,5,3,0,2006,92000
9000,5,5,1974,896,TA,Y,896,1792,2,4,2,3,8,45,2009,136000
9262,8,5,2008,1573,Ex,Y,1578,1578,2,3,1,5,7,36,2009,287090
3675,5,5,2005,547,Gd,Y,1072,1072,1,2,1,3,5,28,2006,145000
17217,5,5,2006,1140,Ex,Y,1140,1140,1,3,1,3,6,56,2006,84500
7500,7,5,2004,1221,Ex,Y,1221,1221,2,2,1,4,6,113,2009,185000
7917,6,5,1999,953,Ex,Y,953,1647,2,3,1,3,7,40,2007,175000
13175,6,6,1978,1542,TA,Y,2073,2073,2,3,1,3,7,0,2010,210000
9042,7,9,1941,1152,Ex,Y,1188,2340,2,4,1,4,9,60,2010,266500
9717,5,6,1950,1078,Gd,Y,1078,1078,1,2,1,4,5,0,2010,142125
9937,5,6,1965,1256,Gd,Y,1256,1256,1,3,1,3,6,68,2008,147500
