const,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,OpenPorchSF,YrSold,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y
1.0,16560,6,8,1932,952,1170,2345,2,4,1,3,9,0,2006,0,0,0,1,1
1.0,10678,8,5,1992,1683,2129,2872,2,4,1,4,9,33,2007,0,0,0,0,1
1.0,6951,5,5,1984,876,923,923,1,3,1,3,5,0,2008,0,0,0,1,1
1.0,3950,6,8,1926,818,818,1224,1,3,1,3,5,0,2009,0,0,0,1,1
1.0,7681,5,6,1921,731,820,1343,1,3,1,3,7,0,2009,0,0,0,0,1
1.0,8335,5,5,1954,0,1124,1124,1,3,1,3,5,36,2006,0,1,0,0,1
1.0,11170,7,5,1990,1216,1298,2514,2,4,1,3,8,0,2006,0,0,0,0,1
1.0,5587,8,5,2008,1600,1652,1652,2,2,1,4,5,53,2008,0,0,0,0,1
1.0,15623,10,5,1996,2396,2411,4476,3,4,1,5,10,78,2007,0,0,0,0,1
1.0,10800,5,6,1920,1120,1130,1130,1,2,1,3,5,0,2006,0,0,0,0,1
1.0,35133,5,4,1963,1572,1572,1572,1,3,1,3,5,263,2007,0,1,0,0,1
1.0,9738,5,7,1924,784,949,1221,1,4,1,3,7,0,2006,0,1,0,0,1
1.0,10615,3,5,1900,978,1014,1699,2,3,2,3,7,74,2009,0,0,0,1,1
1.0,12461,8,5,1994,1624,1624,1624,2,2,1,4,5,114,2006,0,0,0,0,1
1.0,8935,7,5,2002,831,831,1660,2,3,1,4,7,68,2009,0,0,0,0,1
1.0,7500,7,5,1999,994,1028,1804,2,3,1,4,7,60,2010,0,1,0,0,1
1.0,32463,4,4,1961,1249,1622,1622,1,3,1,3,7,0,2007,0,0,0,0,1
1.0,2645,8,5,1999,776,764,1441,2,2,1,4,5,0,2007,0,0,0,0,1
1.0,9600,5,8,1925,702,842,1472,1,3,1,4,6,0,2007,0,1,0,0,1
1.0,4500,6,5,1999,1224,1224,1224,2,2,1,3,5,304,2009,0,0,0,0,1
1.0,9364,6,7,1969,663,663,1352,1,4,1,3,7,36,2010,0,0,0,1,1
1.0,8029,6,5,2005,728,728,1456,2,3,1,4,8,24,2008,0,0,0,0,1
1.0,14054,7,5,2006,879,879,1863,2,4,1,4,9,17,2006,0,0,0,0,1
1.0,8850,7,6,1916,815,815,1690,1,3,1,3,7,0,2006,0,0,0,0,1
1.0,9100,7,5,2001,1212,1212,1212,2,3,1,4,6,0,2009,0,0,0,0,1
1.0,11235,4,5,1963,1051,1382,1382,1,3,1,3,6,82,2006,0,1,0,0,1
1.0,9353,4,5,1970,864,864,864,1,3,1,3,5,0,2006,0,1,0,0,1
1.0,10400,7,5,1998,866,866,1779,2,3,1,4,6,36,2009,0,0,0,0,1
1.0,6000,5,8,1925,884,884,1348,1,3,1,3,5,0,2009,0,0,0,0,1
1.0,9750,7,5,2000,1630,1630,1630,2,3,1,4,6,234,2009,0,0,0,0,1
1.0,10140,5,6,1975,1056,1074,1074,1,3,1,3,6,88,2006,0,0,0,0,1
1.0,14684,7,7,1990,2158,2196,2196,2,3,1,4,7,70,2009,0,1,0,0,1
1.0,8900,4,4,1966,1056,1056,1056,1,2,1,3,5,42,2006,0,0,0,1,1
1.0,9135,6,5,2003,1682,1700,1700,2,3,1,4,7,23,2006,0,0,0,0,1
1.0,7763,5,7,1962,931,1283,1283,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,10182,8,5,2006,1660,1660,1660,2,3,1,4,8,50,2006,0,0,0,0,1
1.0,11218,6,5,1992,1055,1055,1845,2,3,1,4,8,104,2010,0,0,0,0,1
1.0,12134,8,7,1988,559,1080,1752,2,4,1,3,8,12,2010,0,1,0,0,1
1.0,9340,4,6,1941,672,672,672,1,2,1,3,4,113,2009,0,0,0,1,1
1.0,10246,4,9,1965,648,960,960,0,0,1,3,3,0,2006,0,0,0,0,1
1.0,10205,5,5,1962,925,999,999,1,3,1,3,6,72,2006,0,0,0,1,1
1.0,7094,5,5,1966,894,894,894,1,3,1,3,5,0,2007,0,0,0,1,1
1.0,8930,6,5,1978,0,1318,1902,2,4,2,3,8,0,2010,0,0,0,1,1
1.0,8640,8,5,2009,1300,1314,1314,2,3,1,4,6,112,2009,0,0,0,0,1
1.0,6240,4,5,1947,0,672,912,1,2,1,3,3,0,2006,0,1,0,0,0
1.0,1680,6,5,1971,672,672,1218,1,3,1,3,7,0,2006,0,0,0,1,1
1.0,7800,5,5,1964,912,912,912,1,2,1,3,5,0,2006,0,0,0,1,1
1.0,8250,5,5,1968,952,1211,1211,1,3,1,3,5,63,2008,0,0,0,0,1
1.0,10496,6,6,1949,1040,1168,1846,2,3,1,3,7,0,2007,0,0,0,0,1
1.0,10680,5,3,1951,2136,2136,2136,2,4,1,3,7,30,2006,0,0,0,1,0
1.0,15384,7,5,2004,788,788,1490,2,3,1,4,8,75,2008,0,0,0,0,1
1.0,10482,6,8,1958,588,1138,1138,1,3,1,3,6,0,2007,0,0,0,0,1
1.0,14598,6,5,2007,894,894,1933,2,4,1,4,9,18,2008,0,0,0,0,1
1.0,8872,5,8,1965,912,912,912,1,2,1,4,5,240,2008,0,0,0,0,1
1.0,8769,9,5,2008,1702,1702,1702,1,1,1,5,7,72,2008,0,0,0,0,1
1.0,7910,5,5,1960,1075,1507,1507,2,4,1,3,7,0,2008,0,1,0,0,1
1.0,18890,5,5,1977,1361,1361,2620,2,4,2,3,12,24,2007,0,0,0,0,1
1.0,7728,5,6,1962,1106,1190,1190,1,3,1,3,6,18,2006,0,0,0,1,1
1.0,9842,4,5,1962,0,1224,1224,2,2,2,3,6,0,2007,0,0,0,1,1
1.0,12160,5,5,1959,1188,1188,1188,1,3,1,3,6,0,2010,1,0,0,0,1
1.0,8525,5,6,1911,940,1024,1964,1,4,1,3,7,192,2008,0,0,0,1,0
1.0,13132,5,5,1914,747,892,1784,1,4,1,3,9,40,2006,0,1,0,0,1
1.0,2628,7,5,2003,764,764,1626,2,2,1,4,6,27,2010,0,0,0,0,1
1.0,12393,7,5,2004,847,847,1948,2,4,1,4,8,48,2006,0,0,0,0,1
1.0,13072,6,5,2005,1141,1141,1141,1,3,1,3,6,0,2006,0,0,0,0,1
1.0,9037,8,5,2006,1476,1484,1484,2,2,1,5,6,33,2007,0,0,0,0,1
1.0,8158,7,5,2003,884,884,1768,2,3,1,4,8,63,2008,0,0,0,0,1
1.0,9849,7,6,2007,1689,1689,1689,2,3,1,4,7,56,2007,0,0,0,0,1
1.0,10625,7,6,1974,1053,1173,1173,2,3,1,4,6,120,2010,0,0,0,1,1
1.0,13891,10,5,2006,2076,2076,2076,2,2,1,5,7,229,2006,0,0,0,0,1
1.0,11435,8,7,1929,792,792,1517,1,3,1,4,7,0,2006,1,0,0,0,1
1.0,12090,6,7,1984,585,1140,1868,3,3,1,3,7,112,2007,0,0,0,0,1
1.0,8125,7,5,2005,756,756,1553,2,3,1,4,6,45,2006,0,0,0,0,1
1.0,12328,6,5,1976,1012,1034,1034,1,3,1,3,6,0,2010,0,0,0,1,1
1.0,9600,6,5,1917,735,1134,2058,1,3,1,3,8,0,2008,1,0,0,0,0
1.0,7200,5,7,1950,876,988,988,1,3,1,3,6,80,2007,0,0,0,1,1
1.0,11160,7,5,1968,2110,2110,2110,2,3,1,5,8,0,2010,0,0,0,0,1
1.0,3136,7,5,2003,1405,1405,1405,2,2,1,4,6,36,2006,0,0,0,0,1
1.0,9858,5,6,1968,864,874,874,1,3,1,3,5,0,2009,0,0,0,1,1
1.0,17542,7,7,1974,1192,1516,2167,2,3,1,4,9,47,2007,0,0,0,1,1
1.0,6931,7,5,2003,746,760,1656,2,3,1,4,7,128,2008,0,0,0,0,1
1.0,6240,6,6,1931,884,959,1367,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,14303,8,5,1994,1986,1987,1987,2,2,1,4,7,36,2008,0,0,0,0,1
1.0,4060,5,8,1922,864,864,864,1,2,1,3,4,96,2009,0,0,0,0,1
1.0,9587,7,5,2005,856,1166,1166,2,2,1,4,5,0,2008,0,0,0,0,1
1.0,9750,6,8,1969,1054,1054,1054,1,3,1,3,6,0,2008,0,1,0,0,1
1.0,24682,6,5,1999,841,892,1675,2,3,1,3,7,103,2009,0,0,0,0,1
1.0,9600,5,6,1956,1050,1050,1050,1,2,1,3,5,0,2009,0,1,0,0,1
1.0,11250,4,5,1957,1104,1104,1788,1,5,1,3,8,0,2009,0,0,0,0,1
1.0,13515,6,6,1919,764,1060,1824,1,3,1,3,8,0,2007,0,0,0,0,1
1.0,4060,6,5,1998,1405,1337,1337,2,2,1,4,5,68,2008,0,0,0,0,1
1.0,3735,7,5,1999,691,713,1452,2,3,1,4,6,34,2006,0,0,0,0,1
1.0,10120,7,4,1910,925,964,1889,1,4,2,3,9,0,2007,0,0,0,1,0
1.0,13214,9,5,2008,2002,2018,2018,2,3,1,5,10,76,2010,0,0,0,0,1
1.0,14100,8,9,1935,728,1968,3447,3,4,1,4,11,12,2008,0,0,0,0,1
1.0,11344,5,5,1958,874,874,1524,1,3,1,3,7,0,2007,0,0,0,1,1
1.0,23595,7,6,1979,1332,1332,1524,0,0,1,4,4,0,2010,0,0,0,1,1
1.0,9156,6,7,1968,1489,1489,1489,2,3,1,4,7,0,2009,0,1,0,0,1
1.0,13526,5,6,1965,935,935,935,1,3,1,3,5,0,2006,0,0,0,1,1
1.0,11512,6,7,1959,1019,1357,1357,1,2,1,5,5,0,2008,0,1,0,0,1
1.0,5362,5,6,1910,661,661,1250,2,3,1,3,8,0,2007,0,0,0,0,1
1.0,11345,5,5,1948,928,928,1920,2,4,2,3,10,0,2007,0,1,0,0,1
1.0,12936,6,6,1972,723,735,1395,1,3,1,3,6,116,2009,0,0,0,1,1
1.0,17871,6,5,1967,1680,1724,1724,1,3,1,3,7,0,2009,1,0,0,0,1
1.0,9473,8,5,2002,1128,1128,2031,2,3,1,4,7,211,2008,0,0,0,0,1
1.0,7500,4,4,1920,698,698,1128,1,2,1,3,6,0,2010,0,0,0,1,1
1.0,9808,7,5,2002,1573,1573,1573,2,3,1,4,6,72,2009,0,0,0,0,1
1.0,8049,7,5,1990,1309,1339,1339,2,2,1,3,6,58,2006,0,0,0,1,1
1.0,8800,5,7,1977,1040,1040,1040,2,3,1,4,5,0,2009,0,0,0,1,1
1.0,9400,6,5,1971,912,912,1824,2,4,2,3,8,0,2010,0,0,0,1,1
1.0,9638,6,7,1919,804,1699,2447,2,4,1,4,10,0,2010,0,0,0,0,1
1.0,6000,6,6,1939,780,825,1412,1,4,1,3,6,0,2009,0,0,0,0,1
1.0,9790,6,5,1963,1328,1328,1328,1,3,1,3,6,26,2010,0,0,0,1,1
1.0,36500,5,5,1964,1624,1582,1582,2,4,1,3,7,198,2006,1,0,0,0,1
1.0,5664,8,5,2000,1501,1659,1659,2,2,1,5,5,59,2009,0,0,0,0,1
1.0,11065,8,5,2006,1085,1120,1970,2,3,1,5,8,74,2006,0,0,0,0,1
1.0,14112,5,7,1964,1152,1152,1152,1,3,1,3,6,0,2010,0,0,0,1,1
1.0,1680,5,7,1972,630,630,1302,2,3,1,3,6,0,2009,0,0,0,1,1
1.0,6600,5,4,1892,994,1378,2372,2,4,2,3,11,287,2009,0,0,0,1,0
1.0,10140,7,5,1976,832,832,1664,2,4,1,3,8,28,2006,0,0,0,1,1
1.0,8172,5,7,1955,864,864,864,1,2,1,3,5,0,2006,0,0,0,1,1
1.0,8400,5,5,1968,1052,1052,1052,1,3,1,3,5,0,2006,0,1,0,0,1
1.0,8700,5,6,1963,1120,1128,1128,2,3,1,3,6,20,2008,0,1,0,0,1
1.0,3675,6,5,2005,547,1072,1072,2,2,1,3,5,44,2006,0,1,0,0,1
1.0,63887,10,5,2008,6110,4692,5642,2,3,1,5,12,292,2008,0,0,0,0,1
1.0,7500,5,7,1959,1246,1246,1246,1,3,1,4,6,0,2010,0,0,0,0,1
1.0,10762,7,5,1999,978,1005,1983,2,3,1,4,9,0,2009,0,0,0,0,1
1.0,7500,6,7,1942,771,753,1494,1,3,1,4,7,0,2009,1,0,0,0,1
1.0,10120,8,5,1994,1165,1203,2526,2,4,1,4,8,78,2006,0,0,0,0,1
1.0,8688,7,5,2005,1616,1616,1616,2,3,1,4,7,59,2006,0,0,0,0,1
1.0,3363,7,5,2004,976,976,1708,2,3,1,4,7,40,2006,0,0,0,0,1
1.0,13173,9,5,2006,1652,1652,1652,2,2,1,5,6,102,2009,0,0,0,0,1
1.0,6955,7,5,2005,1368,1368,1368,2,2,1,4,6,35,2006,0,0,0,0,1
1.0,8072,5,5,1994,990,990,990,1,3,1,3,5,64,2009,0,0,0,0,1
1.0,12000,5,7,1948,924,1122,1122,1,2,1,4,6,36,2008,0,0,0,0,1
1.0,7153,6,5,1991,1278,1294,1294,2,3,1,4,6,51,2008,0,1,0,0,1
1.0,17500,7,8,1959,1902,1902,1902,2,3,1,5,7,207,2010,0,0,0,1,1
1.0,8814,7,5,2005,1274,1274,1274,2,3,1,4,6,98,2007,0,0,0,0,1
1.0,9572,8,5,1990,1453,1453,2810,2,4,1,4,9,0,2007,0,0,0,0,1
1.0,14774,9,5,1999,1393,1422,2599,2,4,1,4,10,30,2010,0,0,0,0,1
1.0,8190,4,6,1954,948,948,948,1,3,1,3,5,36,2007,0,0,0,0,1
1.0,11075,6,5,1969,952,1092,2112,2,4,1,3,9,0,2008,0,0,0,1,1
1.0,10226,8,5,2008,1622,1630,1630,2,3,1,5,8,42,2009,0,0,0,0,1
1.0,4230,7,5,2006,1352,1352,1352,2,2,1,4,5,241,2007,0,0,0,0,1
1.0,14781,8,5,2001,1753,1787,1787,2,3,1,4,7,150,2006,0,0,0,0,1
1.0,10215,4,5,1954,864,948,948,1,3,1,3,5,0,2007,0,0,0,0,1
1.0,8400,6,3,1957,1478,1478,1478,1,3,1,3,6,0,2009,0,1,0,0,1
1.0,6627,3,6,1949,0,720,720,1,2,1,3,4,0,2008,0,0,0,1,0
1.0,10186,7,5,1992,750,1061,1923,2,3,1,4,8,39,2010,0,0,0,0,1
1.0,5330,4,7,1940,420,708,708,1,2,1,2,5,0,2009,0,1,0,0,1
1.0,9986,8,5,2006,1795,1795,1795,2,2,1,4,7,49,2007,0,0,0,0,1
1.0,3636,4,4,1922,796,796,796,1,2,1,3,5,0,2008,1,0,0,0,0
1.0,4270,3,6,1931,544,774,774,1,3,1,4,6,0,2007,0,0,0,0,1
1.0,6600,5,9,1982,816,816,816,1,3,1,4,5,0,2008,0,0,0,0,1
1.0,10440,6,7,1920,1510,1584,2792,2,5,1,3,8,547,2008,0,0,0,0,1
1.0,9084,7,5,1998,935,955,1632,2,3,1,3,8,28,2006,0,1,0,0,1
1.0,10000,8,5,2006,1588,1588,1588,2,3,1,4,7,45,2007,0,0,0,0,1
1.0,10780,5,5,1976,911,954,954,1,3,1,3,6,0,2006,0,1,0,0,1
1.0,8877,4,6,1938,816,816,816,1,2,1,3,3,0,2009,0,0,0,0,1
1.0,7200,5,6,1938,803,803,1360,1,2,1,4,6,65,2006,0,0,0,0,1
1.0,2368,5,6,1970,765,765,1365,1,3,1,3,7,36,2009,0,0,0,1,1
1.0,9650,6,5,1977,1350,1334,1334,2,2,1,3,6,16,2009,0,0,0,1,1
1.0,9246,5,5,1973,1656,1656,1656,2,4,2,3,8,211,2008,0,0,0,1,1
1.0,4118,4,4,1941,693,693,693,1,2,1,2,4,20,2006,1,0,0,0,0
1.0,13450,7,5,2002,916,920,1861,2,3,1,4,8,91,2006,0,0,0,0,1
1.0,9560,5,7,1972,864,864,864,1,3,1,3,5,0,2006,0,0,0,0,1
1.0,8294,4,5,1971,858,872,872,1,3,1,3,5,0,2007,0,0,0,1,1
1.0,13695,6,5,2003,1114,1114,1114,1,3,1,4,6,78,2008,0,0,0,0,1
1.0,9375,8,5,2002,1284,1284,2169,2,3,1,4,7,87,2007,0,0,0,0,1
1.0,7558,6,6,1928,896,1172,1913,1,3,1,3,9,0,2009,0,1,0,0,1
1.0,11103,7,5,2006,728,728,1456,2,3,1,4,8,0,2007,0,0,0,0,1
1.0,6000,4,4,1920,960,960,960,1,2,1,2,5,0,2007,0,1,0,0,1
1.0,20781,7,7,1968,1568,2156,2156,2,3,1,3,9,80,2006,0,0,0,1,1
1.0,15306,8,5,2006,1732,1776,1776,2,3,1,4,7,0,2007,0,0,0,0,1
1.0,16196,7,5,1998,1482,1494,1494,2,3,1,4,5,25,2007,0,0,0,0,1
1.0,5250,8,5,1872,684,938,2358,2,4,1,3,8,54,2008,1,0,0,0,0
1.0,11643,5,5,1969,1248,1338,2634,2,6,2,3,12,0,2009,0,0,0,1,1
1.0,9247,6,6,1962,858,858,1716,1,4,1,3,8,84,2008,0,0,0,0,1
1.0,6000,6,9,1937,698,786,1176,1,2,1,3,4,0,2009,0,0,0,1,1
1.0,14720,8,5,1995,2033,2053,3238,2,4,1,4,9,86,2010,0,0,0,0,1
1.0,10316,7,5,2000,992,992,1865,2,3,1,4,7,184,2008,0,0,0,0,1
1.0,10192,7,6,1968,570,1222,1920,3,4,1,4,8,98,2006,0,1,0,0,1
1.0,9477,5,5,1966,864,892,892,1,3,1,3,5,0,2008,0,0,0,1,1
1.0,12537,5,6,1971,1078,1078,1078,1,3,1,3,6,0,2010,0,0,0,0,1
1.0,2117,6,5,2000,756,769,1573,2,3,1,4,5,32,2010,0,0,0,0,1
1.0,16737,9,5,2004,1980,1980,1980,2,3,1,5,8,45,2006,0,0,0,0,1
1.0,9842,5,6,1921,612,990,2601,3,4,1,3,8,0,2008,0,0,0,0,1
1.0,16158,7,5,2005,1530,1530,1530,2,3,1,4,7,36,2009,0,0,0,0,1
1.0,12513,4,4,1920,715,1281,1738,2,4,1,3,7,0,2009,0,1,0,0,1
1.0,8499,6,5,2006,616,616,1412,2,3,1,4,6,36,2007,0,0,0,0,1
1.0,3180,7,5,2005,600,520,1200,2,2,1,4,4,166,2006,0,0,0,0,1
1.0,7500,7,5,2000,814,814,1674,2,3,1,4,7,96,2010,0,0,0,0,1
1.0,9179,7,5,1999,873,882,1790,2,3,1,4,7,88,2008,0,0,0,0,1
1.0,2665,5,6,1977,757,925,1475,2,4,1,3,6,26,2006,0,0,0,0,1
1.0,4435,6,5,2003,848,848,848,1,1,1,4,4,0,2009,0,0,0,0,1
1.0,10635,8,5,2003,1657,1668,1668,2,3,1,4,8,262,2010,0,0,0,0,1
1.0,5400,4,6,1920,840,840,1374,1,2,1,3,6,0,2009,0,0,0,0,1
1.0,9600,6,6,1955,992,1661,1661,1,3,1,4,8,28,2008,0,1,0,0,1
1.0,9750,7,6,1998,1108,1108,2097,2,3,1,4,8,170,2006,0,0,0,0,1
1.0,11400,10,5,2001,2633,2633,2633,2,2,1,5,8,140,2007,0,0,0,0,1
1.0,10625,7,5,2005,1026,1026,1958,2,3,1,4,9,210,2008,0,0,0,0,1
1.0,10991,8,5,2007,1571,1571,1571,2,3,1,4,7,36,2007,0,0,0,0,1
1.0,6292,6,5,1930,768,790,790,1,2,1,3,4,141,2008,0,0,0,1,0
1.0,10998,5,5,1941,984,984,1604,2,3,1,3,6,68,2009,0,0,0,0,1
1.0,1953,6,5,1973,483,483,987,1,2,1,3,5,0,2006,0,0,0,1,1
1.0,9735,5,5,2006,384,754,1394,2,3,1,4,7,0,2008,0,1,0,0,1
1.0,8212,3,3,1914,864,864,864,1,2,1,3,5,0,2010,0,0,0,1,0
1.0,12925,6,7,1970,1205,2117,2117,2,4,1,3,7,42,2008,0,0,0,0,1
1.0,7200,7,7,1920,596,998,1762,1,4,1,4,8,0,2006,0,0,0,0,1
1.0,25339,5,7,1918,816,1416,1416,2,3,1,4,7,0,2007,0,0,0,0,1
1.0,9060,6,5,1939,560,698,1258,1,2,1,3,6,0,2009,0,0,0,1,1
1.0,5436,4,8,1922,796,796,1154,1,3,1,4,7,96,2010,0,1,0,0,1
1.0,16692,7,5,1978,1392,1392,2784,3,5,1,4,12,112,2006,0,0,0,1,1
1.0,8520,6,7,1916,714,1664,2526,2,5,1,4,10,15,2007,0,0,0,1,0
1.0,14892,9,5,2006,1746,1746,1746,2,3,1,5,7,39,2009,0,0,0,0,1
1.0,6000,6,6,1941,735,869,1218,1,3,1,3,6,0,2007,0,0,0,0,1
1.0,9100,7,5,2000,1525,1525,1525,2,3,1,4,6,36,2006,0,0,0,0,1
1.0,8944,5,5,1967,1584,1584,1584,2,4,2,3,8,152,2009,0,0,0,1,1
1.0,7838,5,5,1967,864,900,900,1,3,1,3,6,144,2006,0,0,0,1,1
1.0,10800,6,7,1905,482,1221,1912,2,3,2,3,7,25,2008,0,0,0,0,0
1.0,4045,7,5,2006,1356,1500,1500,2,2,1,4,6,20,2006,0,0,0,0,1
1.0,12665,8,5,2005,1094,1133,2482,2,4,1,4,9,39,2007,0,0,0,0,1
1.0,57200,5,5,1948,747,1687,1687,1,3,1,3,7,0,2010,0,0,0,1,1
1.0,6120,5,8,1920,939,939,1513,1,4,1,3,8,0,2007,0,0,0,0,1
1.0,7200,5,4,1950,1208,1136,1904,1,3,1,3,7,0,2009,0,1,0,0,1
1.0,6171,6,6,1925,976,1160,1608,2,3,1,4,7,16,2009,0,0,0,0,1
1.0,6000,6,7,1929,862,950,1158,1,3,1,3,5,0,2008,0,0,0,1,1
1.0,7415,6,5,2004,839,864,1593,2,3,1,3,8,75,2008,0,0,0,0,1
1.0,6762,7,5,2006,1286,1294,1294,2,2,1,4,6,55,2006,0,0,0,0,1
1.0,15256,8,5,2007,1485,1464,1464,2,3,1,4,6,160,2007,0,0,0,0,1
1.0,10410,3,4,1915,672,694,1214,1,3,1,3,6,0,2006,0,0,0,1,1
1.0,3842,8,5,2004,1594,1646,1646,2,2,1,4,5,53,2008,0,0,0,0,1
1.0,8445,5,7,1972,768,768,768,1,2,1,3,5,0,2009,0,0,0,1,1
1.0,8780,5,5,1985,833,833,833,1,3,1,3,5,0,2009,0,0,0,0,1
1.0,7740,4,7,1910,622,741,1363,1,3,1,3,6,0,2010,0,1,0,0,1
1.0,20544,7,6,1986,791,1236,2093,2,3,1,3,7,63,2008,0,1,0,0,1
1.0,12420,7,5,2001,944,944,1840,2,3,1,4,6,45,2009,0,0,0,0,1
1.0,9600,6,8,1950,856,1112,1668,1,3,1,3,6,0,2009,0,0,0,0,1
1.0,7200,4,5,1949,0,1040,1040,2,2,2,3,6,0,2009,1,0,0,0,0
1.0,10994,8,5,2005,1844,1844,1844,2,2,1,4,7,44,2009,0,0,0,0,1
1.0,13053,6,7,1923,833,1053,1848,1,4,1,4,8,0,2008,0,1,0,0,1
1.0,3635,7,5,2007,1386,1569,1569,2,1,1,4,7,20,2009,0,0,0,0,1
1.0,11340,4,6,1885,777,1246,2290,2,4,2,3,11,0,2010,0,1,0,0,1
1.0,16545,8,5,1998,1284,1310,2450,2,3,1,4,7,126,2009,0,0,0,0,1
1.0,9204,5,5,1963,1144,1144,1144,1,3,1,3,6,88,2008,0,0,0,1,1
1.0,16381,6,5,1969,1844,1844,1844,2,3,1,4,7,73,2006,0,1,0,0,1
1.0,11700,6,6,1968,708,708,1416,2,3,1,3,7,169,2006,0,1,0,0,1
1.0,4043,6,5,1977,1069,1069,1069,2,2,1,3,4,55,2010,0,0,0,1,1
1.0,4435,6,5,2003,848,848,848,1,1,1,4,3,0,2008,0,0,0,0,1
1.0,19690,6,7,1966,697,1575,2201,2,4,1,4,8,236,2006,0,0,0,1,1
1.0,9503,5,5,1958,1024,1344,1344,1,2,1,3,6,28,2007,0,0,0,1,1
1.0,10721,6,6,1959,1252,1252,1252,1,3,1,4,7,39,2008,0,0,0,0,1
1.0,10944,7,5,1994,1223,1223,2127,2,3,1,4,5,132,2008,0,0,0,0,1
1.0,10930,5,6,1945,913,1048,1558,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,7200,5,7,1940,788,804,804,1,2,1,4,4,0,2010,0,0,0,1,1
1.0,12546,6,7,1981,1440,1440,1440,2,3,1,4,7,0,2007,0,0,0,0,1
1.0,21930,5,5,2005,732,734,1838,2,4,1,3,7,40,2006,0,0,0,0,1
1.0,4928,6,6,1976,958,958,958,2,2,1,3,5,60,2009,0,0,0,1,1
1.0,10800,4,6,1927,656,968,968,2,4,1,3,5,0,2007,0,0,0,1,1
1.0,10261,6,5,2000,936,962,1792,2,3,1,3,8,0,2008,0,0,0,0,1
1.0,17400,5,5,1977,1126,1126,1126,2,3,1,3,5,41,2006,1,0,0,0,1
1.0,8400,6,9,1962,1319,1537,1537,1,3,1,4,7,36,2008,0,0,0,1,1
1.0,9000,4,6,1971,864,864,864,1,3,1,3,5,0,2007,0,0,0,1,1
1.0,12444,8,5,2008,1932,1932,1932,2,2,1,5,7,66,2008,0,0,0,0,1
1.0,7407,6,7,1957,912,1236,1236,1,2,1,3,6,158,2010,0,0,0,1,1
1.0,11584,7,6,1979,539,1040,1725,2,3,1,3,6,88,2007,0,0,0,1,1
1.0,11526,6,7,1922,588,1423,2555,2,3,1,3,11,0,2008,1,0,0,0,1
1.0,4426,6,5,2004,848,848,848,1,1,1,4,3,0,2008,0,0,0,0,1
1.0,11003,10,5,2008,1017,1026,2007,2,3,1,5,10,52,2009,0,0,0,0,1
1.0,8854,6,6,1916,952,952,952,1,2,1,2,4,98,2009,1,0,0,0,0
1.0,8500,7,5,2004,1422,1422,1422,2,3,1,4,7,60,2007,0,0,0,0,1
1.0,8400,6,5,1966,814,913,913,1,3,1,3,6,0,2007,0,1,0,0,1
1.0,26142,5,7,1962,1188,1188,1188,1,3,1,3,6,39,2010,0,0,0,1,1
1.0,10000,8,5,1995,1220,1220,2090,2,3,1,4,8,65,2007,0,0,0,0,1
1.0,11767,4,7,1910,560,796,1346,1,2,1,3,6,24,2007,0,1,0,0,0
1.0,1533,5,7,1970,630,630,630,1,1,1,5,3,0,2006,0,0,0,0,1
1.0,9000,5,5,1974,896,896,1792,2,4,2,3,8,45,2009,0,0,0,1,1
1.0,9262,8,5,2008,1573,1578,1578,2,3,1,5,7,36,2009,0,0,0,0,1
1.0,3675,5,5,2005,547,1072,1072,1,2,1,3,5,28,2006,0,1,0,0,1
1.0,17217,5,5,2006,1140,1140,1140,1,3,1,3,6,56,2006,0,0,0,0,1
1.0,7500,7,5,2004,1221,1221,1221,2,2,1,4,6,113,2009,0,0,0,0,1
1.0,7917,6,5,1999,953,953,1647,2,3,1,3,7,40,2007,0,0,0,0,1
1.0,13175,6,6,1978,1542,2073,2073,2,3,1,3,7,0,2010,0,0,0,1,1
1.0,9042,7,9,1941,1152,1188,2340,2,4,1,4,9,60,2010,0,0,0,0,1
1.0,9717,5,6,1950,1078,1078,1078,1,2,1,4,5,0,2010,0,1,0,0,1
1.0,9937,5,6,1965,1256,1256,1256,1,3,1,3,6,68,2008,0,1,0,0,1
